Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash
SRR16532038	2021-10-22 10:13:30	2021-10-22 10:00:31	808238	7935126582	0	9817	1909		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-zq-820/SRR016/16532/SRR16532038/SRR16532038.lite.1	SRX12734645	FJ72ZC7-77	WGS	RANDOM	GENOMIC	SINGLE	0	0	PACBIO_SMRT	Sequel	SRP342676	PRJNA556096	3	556096	SRS10682905	SAMN12340662	simple	318829	Pyricularia oryzae	FJ72ZC7-77							no					FUJIAN AGRICULTURE AND FORESTRY UNIVERSITY	SRA1315322		public	A61B74983192100D432107D32D0C91CD	DA90227BEC9288D60C76E2E251AC0E40
SRR15459274	2022-10-20 11:26:11	2021-08-14 14:19:33	81360	730351670	0	8976	635		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR015/15459/SRR15459274/SRR15459274.1	SRX11758598	Rep1-buf1#2	WGS	other	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	SRP332549	PRJNA753862		753862	SRS9777791	SAMN20714321	simple	318829	Pyricularia oryzae	Rep1-buf1#2							no					KANSAS STATE UNIVERSITY	SRA1278129		public	4A63C1FFC6BC623E4EC3C7C0FD2994B8	6B9027FE1D172A705B5C02DC43C74D3A
SRR15459273	2022-10-20 11:26:11	2021-08-14 14:30:01	558326	5303682445	0	9499	4612		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-run-1330/SRR015/15459/SRR15459273/SRR15459273.1	SRX11758599	Rep1-buf1#4	WGS	other	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	SRP332549	PRJNA753862		753862	SRS9777792	SAMN20714322	simple	318829	Pyricularia oryzae	Rep1-buf1#4							no					KANSAS STATE UNIVERSITY	SRA1278129		public	5A923CC96CF670B2E209AFF4B2C71A42	7D61D2945CF4BD73DC962D428D69C22E
SRR15459272	2022-10-20 11:26:11	2021-08-14 14:20:38	237771	2794774096	0	11754	2428		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-run-1330/SRR015/15459/SRR15459272/SRR15459272.1	SRX11758600	Rep1-buf1#5	WGS	other	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	SRP332549	PRJNA753862		753862	SRS9777793	SAMN20714323	simple	318829	Pyricularia oryzae	Rep1-buf1#5							no					KANSAS STATE UNIVERSITY	SRA1278129		public	29C91F1D3E77848495649CF986F0B5F7	6F851AF1BDE2D8ABF0EF2676F92397BD
SRR15459271	2022-10-20 11:26:11	2021-08-14 14:19:57	272522	2276910525	0	8354	1982		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-run-1330/SRR015/15459/SRR15459271/SRR15459271.1	SRX11758601	Rep1-buf1#6	WGS	other	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	SRP332549	PRJNA753862		753862	SRS9777794	SAMN20714324	simple	318829	Pyricularia oryzae	Rep1-buf1#6							no					KANSAS STATE UNIVERSITY	SRA1278129		public	7B1E74A33B0EA1173466A69BBFAB63AF	FF801BCE2F096057AEFC1F4F09111E9F
SRR15459270	2022-10-20 11:26:11	2021-08-14 14:17:22	159713	1165323794	0	7296	1004		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-run-1330/SRR015/15459/SRR15459270/SRR15459270.1	SRX11758602	Rep1-buf1#10	WGS	other	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	SRP332549	PRJNA753862		753862	SRS9777795	SAMN20714325	simple	318829	Pyricularia oryzae	Rep1-buf1#10							no					KANSAS STATE UNIVERSITY	SRA1278129		public	9C4DEFA7DC5DC49B6F19540502B9327F	954067C7828A7D56886217BB2FFCA7DF
SRR15459269	2022-10-20 11:26:11	2021-08-14 14:19:05	422731	2642913245	0	6251	2280		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-run-1330/SRR015/15459/SRR15459269/SRR15459269.1	SRX11758603	Rep4-buf1#1	WGS	other	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	SRP332549	PRJNA753862		753862	SRS9777796	SAMN20714326	simple	318829	Pyricularia oryzae	Rep4-buf1#1							no					KANSAS STATE UNIVERSITY	SRA1278129		public	1775563A06882EA3CD526D23E39BE657	D11B9B35B9E136D42F9CD947AB8C8CF1
SRR15459268	2022-10-20 11:26:11	2021-08-14 14:15:57	192656	1458405630	0	7569	1256		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-run-1330/SRR015/15459/SRR15459268/SRR15459268.1	SRX11758604	Rep4-buf1#5	WGS	other	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	SRP332549	PRJNA753862		753862	SRS9777797	SAMN20714327	simple	318829	Pyricularia oryzae	Rep4-buf1#5							no					KANSAS STATE UNIVERSITY	SRA1278129		public	1FE33CD1D59E95DA52C9CA749736FA79	D6A919664904380A914250CDC166E52E
SRR15459267	2022-10-20 11:26:11	2021-08-14 14:14:49	375008	2699210035	0	7197	2326		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos8/sra-pub-run-834/SRR015/15459/SRR15459267/SRR15459267.1	SRX11758605	Rep4-buf1#13	WGS	other	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	SRP332549	PRJNA753862		753862	SRS9777798	SAMN20714328	simple	318829	Pyricularia oryzae	Rep4-buf1#13							no					KANSAS STATE UNIVERSITY	SRA1278129		public	361E22FEB9A8E099151BB2A966CC9790	8CB2C6C539422A8D5DE8F7E19B5602D0
ERR4704594	2020-10-23 13:06:32	2021-01-02 18:40:00	417915	6602265322	0	15798	5228		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/ERR004/4704/ERR4704594/ERR4704594.lite.1	ERX4625143	FG1846_01	WGS	unspecified	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	PromethION	ERP124624	PRJEB40915		674260	ERS5230954	SAMEA7473260	simple	318829	Pyricularia oryzae	SAMEA7473260							no					THE SAINSBURY LABORATORY	ERA3016095		public	F505EFF2224AD76D3A177870F07F05D6	3E73F8306464653E01E6E47C52339EDB
ERR4704595	2020-10-23 13:06:32	2020-12-30 18:25:17	245743	4274944585	0	17395	3380		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/ERR004/4704/ERR4704595/ERR4704595.lite.1	ERX4625144	FG1846_10	WGS	unspecified	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	PromethION	ERP124624	PRJEB40915		674260	ERS5230955	SAMEA7473261	simple	318829	Pyricularia oryzae	SAMEA7473261							no					THE SAINSBURY LABORATORY	ERA3016095		public	BAA8955C1035554257949F235393D20E	F0F2A75D2D20A32F0BA11E1CE7CD2D6A
ERR4704596	2020-10-23 13:06:32	2020-12-30 18:23:55	321712	5198913835	0	16160	4114		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/ERR004/4704/ERR4704596/ERR4704596.lite.1	ERX4625145	FG1846_04	WGS	unspecified	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	PromethION	ERP124624	PRJEB40915		674260	ERS5230956	SAMEA7473262	simple	318829	Pyricularia oryzae	SAMEA7473262							no					THE SAINSBURY LABORATORY	ERA3016095		public	FE9E50A4124A3FECB6FEA11398BE5962	E02D8F397379D7CF8AEB7737921E6337
ERR4704597	2020-10-23 13:06:32	2020-11-07 10:25:55	333607	5596752616	0	16776	4429		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/ERR004/4704/ERR4704597/ERR4704597.lite.1	ERX4625146	FG1846_05	WGS	unspecified	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	PromethION	ERP124624	PRJEB40915		674260	ERS5230957	SAMEA7473263	simple	318829	Pyricularia oryzae	SAMEA7473263							no					THE SAINSBURY LABORATORY	ERA3016095		public	48E2462DDA5373FB71DE66604182A371	F9801B0EBC745361AC151A4BC9DECD91
ERR4704598	2020-10-23 13:06:32	2021-01-02 19:14:51	469223	7522559494	0	16031	5955		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/ERR004/4704/ERR4704598/ERR4704598.lite.1	ERX4625147	FG1846_08	WGS	unspecified	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	PromethION	ERP124624	PRJEB40915		674260	ERS5230958	SAMEA7473264	simple	318829	Pyricularia oryzae	SAMEA7473264							no					THE SAINSBURY LABORATORY	ERA3016095		public	A6CD8141800BA5153FC02358DB68DADD	8996BAE64CAAA505070EE2EE6FEF77AE
ERR4704599	2020-10-23 13:06:32	2020-11-07 10:27:35	284714	5438809955	0	19102	4306		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/ERR004/4704/ERR4704599/ERR4704599.lite.1	ERX4625148	FG1846_07	WGS	unspecified	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	PromethION	ERP124624	PRJEB40915		674260	ERS5230959	SAMEA7473265	simple	318829	Pyricularia oryzae	SAMEA7473265							no					THE SAINSBURY LABORATORY	ERA3016095		public	2C656AAC570A8F947159D801E2AB62BD	B7412A0622CC18DD97763FDD6754DCFF
ERR4704600	2020-10-23 13:06:32	2020-11-09 10:16:33	314014	4665205128	0	14856	3695		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/ERR004/4704/ERR4704600/ERR4704600.lite.1	ERX4625149	FG1846_03	WGS	unspecified	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	PromethION	ERP124624	PRJEB40915		674260	ERS5230960	SAMEA7473266	simple	318829	Pyricularia oryzae	SAMEA7473266							no					THE SAINSBURY LABORATORY	ERA3016095		public	7282237BBD575EAF132FBE80A39860A0	1D13FA0896063D452F6A4DB2872898E3
ERR4704592	2020-10-23 13:06:32	2020-12-30 18:24:28	305055	5380710558	0	17638	4262		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/ERR004/4704/ERR4704592/ERR4704592.lite.1	ERX4625141	FG1846_09	WGS	unspecified	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	PromethION	ERP124624	PRJEB40915		674260	ERS5230952	SAMEA7473258	simple	318829	Pyricularia oryzae	SAMEA7473258							no					THE SAINSBURY LABORATORY	ERA3016095		public	2E9AC924C49F1225D2474FFA1ED9A943	6DC2A7CED0A88DDC64805A5CE55F1E83
ERR4704593	2020-10-23 13:06:32	2020-12-22 06:53:48	360460	5562058373	0	15430	4400		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/ERR004/4704/ERR4704593/ERR4704593.lite.1	ERX4625142	FG1846_02	WGS	unspecified	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	PromethION	ERP124624	PRJEB40915		674260	ERS5230953	SAMEA7473259	simple	318829	Pyricularia oryzae	SAMEA7473259							no					THE SAINSBURY LABORATORY	ERA3016095		public	A6889826F218696465F962E9BC227E47	1E2B44A3E2C4B878A4A6DD1B0AA9E7C2
SRR12459119	2020-08-16 19:45:17	2020-08-16 19:36:59	584138	12602411102	0	21574	10257		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR012/12459/SRR12459119/SRR12459119.lite.1	SRX8953451	MoT_B71_1	WGS	RANDOM	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	SRP122556	PRJNA355407	3	355407	SRS2642219	SAMN06076154	simple	318829	Pyricularia oryzae	MoT-B71							no					KANSAS STATE UNIVERSITY	SRA1113317		public	BB55E96799B67EC3C8E50F7158020A11	5AC2FFF52560494C0433A54B134D7683
SRR10343492	2019-10-30 00:46:31	2019-10-24 22:52:47	1040000	1983600210	0	1907	1613		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1211/SRR010/343/SRR10343492/SRR10343492.lite.1	SRX7053359	2G4SS15-11	WGS	RANDOM	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	SRP226905	PRJNA579424		579424	SRS5570187	SAMN13111519	simple	318829	Pyricularia oryzae	2G4SS15-11							no					UNIVERSITY OF KENTUCKY	SRA984890		public	2F1CB7D320D67E6B1517B89BB5A115E2	ABBE62260336B13EEF4A3F2B066BCAC9
SRR10343494	2019-10-30 00:46:31	2019-10-24 23:00:57	5643173	7659469387	0	1357	6268		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1216/SRR010/10343/SRR10343494/SRR10343494.lite.1	SRX7053357	2G4SS4-20	WGS	RANDOM	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	SRP226905	PRJNA579424		579424	SRS5570185	SAMN13111517	simple	318829	Pyricularia oryzae	2G4SS4-20							no					UNIVERSITY OF KENTUCKY	SRA984890		public	2AA7057CFF8447AA05EE6E6E675DA40B	C3364280C836C2BDAD469A7913011877
SRR10343493	2019-10-30 00:46:31	2019-10-24 22:51:02	424941	710139382	0	1671	567		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1216/SRR010/10343/SRR10343493/SRR10343493.lite.1	SRX7053358	2G4SS6-1	WGS	RANDOM	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	SRP226905	PRJNA579424		579424	SRS5570186	SAMN13111518	simple	318829	Pyricularia oryzae	2G4SS6-1							no					UNIVERSITY OF KENTUCKY	SRA984890		public	E79FA7C5C8A20998C89834D60812A2F1	C5FED3270F1B6293BC3638087BCE37A9
SRR9847840	2020-06-12 00:02:12	2019-07-26 19:57:42	8903635	23329067522	0	2620	5649		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1216/SRR009/9847/SRR9847840/SRR9847840.lite.1	SRX6602451	SMRTcell_1	WGS	other	GENOMIC	SINGLE	0	0	PACBIO_SMRT	Sequel	SRP216547	PRJNA556909		556909	SRS5167504	SAMN12384714	simple	318829	Pyricularia oryzae	Poryzae_eccDNA_pureculture_1							no					UNIVERSITY OF CALIFORNIA, BERKELEY	SRA927839		public	84160D534F568529D4729792FB84A690	E67C2FEE31501365F22DC1385AA6B587
SRR9847839	2020-06-12 00:02:12	2019-07-26 20:04:39	9254890	25008001988	0	2702	6055		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1216/SRR009/9847/SRR9847839/SRR9847839.lite.1	SRX6602452	SMRTcell_2	WGS	other	GENOMIC	SINGLE	0	0	PACBIO_SMRT	Sequel	SRP216547	PRJNA556909		556909	SRS5167505	SAMN12384715	simple	318829	Pyricularia oryzae	Poryzae_eccDNA_pureculture_2							no					UNIVERSITY OF CALIFORNIA, BERKELEY	SRA927839		public	F63CD274C6118B65142FBA702B11EEB0	3BF88A96F47C36A8CE02E13F2A8AF15C
SRR9847841	2020-06-12 00:02:12	2019-07-26 19:47:00	8548212	23170453445	0	2710	5610		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos9/sra-pub-zq-924/SRR009/9847/SRR9847841/SRR9847841.lite.1	SRX6602450	SMRTcell_3	WGS	other	GENOMIC	SINGLE	0	0	PACBIO_SMRT	Sequel	SRP216547	PRJNA556909		556909	SRS5167503	SAMN12384716	simple	318829	Pyricularia oryzae	Poryzae_eccDNA_pureculture_3							no					UNIVERSITY OF CALIFORNIA, BERKELEY	SRA927839		public	424A3A189791277AD8343C7C4C673273	04DBB0DED1A2F1F83EF4D8E057E56777
SRR9972918	2021-12-31 02:53:39	2019-08-15 13:00:32	940548	8409064083	0	8940	2024		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR009/9972/SRR9972918/SRR9972918.lite.1	SRX6720238	Pyricularia oryzae_E34_PacBio	WGS	RANDOM	GENOMIC	SINGLE	0	0	PACBIO_SMRT	Sequel	SRP125258	PRJNA418767		418767	SRS5272658	SAMN12142210	simple	318829	Pyricularia oryzae	Pyricularia oryzae							no					UNIVERSITY OF BEDFORDSHIRE	SRA941307		public	7781BC0E7F96017B7AE7A4EAFE284D0D	18B7E6E02A69DECE3AAAF53F49C5EC31
ERR2612754	2018-07-04 00:46:17	2018-07-11 13:24:14	158055	1285254303	0	8131	1005		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1216/ERR002/2612/ERR2612754/ERR2612754.lite.1	ERX2629409	FG1801_04	WGS	unspecified	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	ERP109180	PRJEB27137		474889	ERS2528422	SAMEA4708263	simple	318829	Pyricularia oryzae	SAMEA4708263							no					THE SAINSBURY LABORATORY	ERA1509890		public	CC00A93D84EE9E50376D9CFF1A295168	7C96870B495DF151F19BCD54051A6F22
ERR2612755	2018-07-04 00:46:17	2018-07-11 13:25:36	284212	1878826284	0	6610	1471		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1216/ERR002/2612/ERR2612755/ERR2612755.lite.1	ERX2629410	FG1801_06	WGS	unspecified	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	ERP109180	PRJEB27137		474889	ERS2528423	SAMEA4708264	simple	318829	Pyricularia oryzae	SAMEA4708264							no					THE SAINSBURY LABORATORY	ERA1509890		public	D74DF73DF64D74693FCF6B172575D861	719762D3DC3648E4674C8CE4D5D5C7E7
ERR2612748	2018-07-04 00:46:17	2018-07-11 13:02:24	464107	3125496014	0	6734	2443		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/ERR002/2612/ERR2612748/ERR2612748.lite.1	ERX2629403	FG1801_07	WGS	unspecified	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	ERP109180	PRJEB27137		474889	ERS2528416	SAMEA4708257	simple	318829	Pyricularia oryzae	SAMEA4708257							no					THE SAINSBURY LABORATORY	ERA1509890		public	F35B7DDFB1EE63F1CAFB7C60AA0DFD70	43179C9F9A789AAE86E7D6FB4738FADC
ERR2612749	2018-07-04 00:46:17	2018-07-11 13:10:06	1237702	8101724776	0	6545	6237		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/ERR002/2612/ERR2612749/ERR2612749.lite.1	ERX2629404	FG1801_05	WGS	unspecified	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	ERP109180	PRJEB27137		474889	ERS2528417	SAMEA4708258	simple	318829	Pyricularia oryzae	SAMEA4708258							no					THE SAINSBURY LABORATORY	ERA1509890		public	29030A69F3860CF3D70669A5C526939F	5C5FCC8193F143E2F8E74579971DC6F1
ERR2612750	2018-07-04 00:46:17	2018-07-11 13:15:15	661505	4967475453	0	7509	3822		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/ERR002/2612/ERR2612750/ERR2612750.lite.1	ERX2629405	FG1801_03	WGS	unspecified	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	ERP109180	PRJEB27137		474889	ERS2528418	SAMEA4708259	simple	318829	Pyricularia oryzae	SAMEA4708259							no					THE SAINSBURY LABORATORY	ERA1509890		public	243619F358F4BBBD38F156DB7B1E5225	77DD8F4C8DAB3435CA87263DF0D5F5E2
ERR2612751	2018-07-04 00:46:17	2018-07-11 13:19:46	655377	5461756103	0	8333	4180		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/ERR002/2612/ERR2612751/ERR2612751.lite.1	ERX2629406	FG1801_02	WGS	unspecified	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	ERP109180	PRJEB27137		474889	ERS2528419	SAMEA4708260	simple	318829	Pyricularia oryzae	SAMEA4708260							no					THE SAINSBURY LABORATORY	ERA1509890		public	93C5ABE1CFC69F0A4C99549066F3ECC6	8BCB666BEE2452EE0439FACF9BA6821C
ERR2612752	2018-07-04 00:46:17	2018-07-11 13:22:19	566528	3510068063	0	6195	2746		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/ERR002/2612/ERR2612752/ERR2612752.lite.1	ERX2629407	FG1801_08	WGS	unspecified	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	ERP109180	PRJEB27137		474889	ERS2528420	SAMEA4708261	simple	318829	Pyricularia oryzae	SAMEA4708261							no					THE SAINSBURY LABORATORY	ERA1509890		public	2E071719C193AFA128D4B59886B66EB8	7181C2D95AA008DC76C9BABA5D25792C
ERR2612753	2018-07-04 00:46:17	2018-07-11 13:24:10	181812	1400151940	0	7701	1078		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1214/ERR002/2612/ERR2612753/ERR2612753.lite.1	ERX2629408	FG1801_01	WGS	unspecified	GENOMIC	SINGLE	0	0	OXFORD_NANOPORE	MinION	ERP109180	PRJEB27137		474889	ERS2528421	SAMEA4708262	simple	318829	Pyricularia oryzae	SAMEA4708262							no					THE SAINSBURY LABORATORY	ERA1509890		public	9F32AC3E8BA08EA76F9CC9F1A4906A5D	5636D2CABF629C7A667E95F8D2ADBD4D
SRR6307184	2021-12-31 02:53:33	2017-11-19 10:18:25	344413	3310956545	0	9613	797		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos13/sra-pub-zq-1301/SRR006/6307/SRR6307184/SRR6307184.lite.1	SRX3407572	K23/123_PacBio_Sequel	WGS	RANDOM	GENOMIC	SINGLE	0	0	PACBIO_SMRT	PacBio RS II	SRP125258	PRJNA418767		418767	SRS2700662	SAMN08033374	simple	318829	Pyricularia oryzae	K23/123							no					UNIVERSITY OF BEDFORDSHIRE	SRA631816		public	90E4A99DA208468FBB27BDE1E209733F	5BB8457042C3B3430C5D3FA3B3080766
SRR6232283	2018-11-01 00:10:01	2017-10-28 14:49:30	163482	4450537504	0	27223	14950		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1211/SRR006/232/SRR6232283/SRR6232283.lite.1	SRX3340719	MoT_B71_4c	WGS	RANDOM	GENOMIC	SINGLE	0	0	PACBIO_SMRT	PacBio RS II	SRP122556	PRJNA355407	3	355407	SRS2642219	SAMN06076154	simple	318829	Pyricularia oryzae	MoT-B71							no					KANSAS STATE UNIVERSITY	SRA625812		public	818B2CA0CF63592BFE053706E871FE45	D82CB3D67AC207A683E0391A61D3A8EE
SRR6232284	2018-11-01 00:10:01	2017-10-28 14:19:39	163482	3859573723	0	23608	12983		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1211/SRR006/232/SRR6232284/SRR6232284.lite.1	SRX3340718	MoT_B71_4d	WGS	RANDOM	GENOMIC	SINGLE	0	0	PACBIO_SMRT	PacBio RS II	SRP122556	PRJNA355407	3	355407	SRS2642219	SAMN06076154	simple	318829	Pyricularia oryzae	MoT-B71							no					KANSAS STATE UNIVERSITY	SRA625812		public	A7253C9EC1A872CA5919B87A5502CE38	7C8C5F805F68C952D92A4C12D5F14DF4
SRR6232285	2018-11-01 00:10:01	2017-10-28 14:37:03	163482	4116864794	0	25182	14121		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1211/SRR006/232/SRR6232285/SRR6232285.lite.1	SRX3340717	MoT_B71_2b	WGS	RANDOM	GENOMIC	SINGLE	0	0	PACBIO_SMRT	PacBio RS II	SRP122556	PRJNA355407	3	355407	SRS2642219	SAMN06076154	simple	318829	Pyricularia oryzae	MoT-B71							no					KANSAS STATE UNIVERSITY	SRA625812		public	AA37B8460CEAD841E9B4C0D33206EC5C	D12FF7AA1D3E78AE2688E8EFDB0476FA
SRR6232286	2018-11-01 00:10:01	2017-10-28 14:37:35	163482	4292080329	0	26254	14718		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1211/SRR006/232/SRR6232286/SRR6232286.lite.1	SRX3340716	MoT_B71_2c	WGS	RANDOM	GENOMIC	SINGLE	0	0	PACBIO_SMRT	PacBio RS II	SRP122556	PRJNA355407	3	355407	SRS2642219	SAMN06076154	simple	318829	Pyricularia oryzae	MoT-B71							no					KANSAS STATE UNIVERSITY	SRA625812		public	551D2C003468E2AA5A2465442FFB3A0C	1FDC097CDD18441BAE80EC8A0E19D7DA
SRR6232287	2018-11-01 00:10:01	2017-10-28 12:17:40	163482	3594421125	0	21986	11904		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1211/SRR006/232/SRR6232287/SRR6232287.lite.1	SRX3340715	MoT_B71_1	WGS	RANDOM	GENOMIC	SINGLE	0	0	PACBIO_SMRT	PacBio RS II	SRP122556	PRJNA355407	3	355407	SRS2642219	SAMN06076154	simple	318829	Pyricularia oryzae	MoT-B71							no					KANSAS STATE UNIVERSITY	SRA625812		public	C344C2CBC411C8F9C1453D8206614E77	7BAEEEDD6B7670ACE08D6511401F14DB
SRR6232288	2018-11-01 00:10:01	2017-10-28 14:27:49	163482	3841695108	0	23499	13164		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1211/SRR006/232/SRR6232288/SRR6232288.lite.1	SRX3340714	MoT_B71_2a	WGS	RANDOM	GENOMIC	SINGLE	0	0	PACBIO_SMRT	PacBio RS II	SRP122556	PRJNA355407	3	355407	SRS2642219	SAMN06076154	simple	318829	Pyricularia oryzae	MoT-B71							no					KANSAS STATE UNIVERSITY	SRA625812		public	C183013153D619253367AE809EE0E153	90F29322A5554E566E94341F7696207F
SRR6232289	2018-11-01 00:10:01	2017-10-28 14:31:02	163482	4317591642	0	26410	14330		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1211/SRR006/232/SRR6232289/SRR6232289.lite.1	SRX3340713	MoT_B71_4a	WGS	RANDOM	GENOMIC	SINGLE	0	0	PACBIO_SMRT	PacBio RS II	SRP122556	PRJNA355407	3	355407	SRS2642219	SAMN06076154	simple	318829	Pyricularia oryzae	MoT-B71							no					KANSAS STATE UNIVERSITY	SRA625812		public	8B5E055DA8F332993B46C57C3E3A434F	E2976A6701E7E7424EEBC890635CCF12
SRR6232290	2018-11-01 00:10:01	2017-10-28 14:45:34	163482	4335665554	0	26520	14592		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos12/sra-pub-zq-1211/SRR006/232/SRR6232290/SRR6232290.lite.1	SRX3340712	MoT_B71_4b	WGS	RANDOM	GENOMIC	SINGLE	0	0	PACBIO_SMRT	PacBio RS II	SRP122556	PRJNA355407	3	355407	SRS2642219	SAMN06076154	simple	318829	Pyricularia oryzae	MoT-B71							no					KANSAS STATE UNIVERSITY	SRA625812		public	0044DD1D8FE53A82406AB860A8AA8B62	835A103ABFF287EF82D5B9401437FE76
